jobid,energy_from_delta_e,energy_from_subtraction,mean_sys_power,max_sys_power,energy_equal,error_code,runtime,matrix_size,precision,balanced,rank_assignment,number_of_nodes,total_proc,algorithm,mean_sys_power_from_delta_e
924161,0.006910,0.006910,980.000000,2060,True,0.000000,11.000000,10560.000000,single,n,f,11.000000,488.000000,SPK,2261.454545
924162,0.009910,0.009910,1070.769231,3130,True,0.000000,13.000000,10560.000000,single,n,f,12.000000,572.000000,IMeCO,2744.307692
924163,0.006830,0.006830,896.363636,2540,True,-99.000000,11.000000,10560.000000,single,n,f,11.000000,488.000000,SPK,2235.272727
924164,0.010810,0.010810,1070.000000,3450,True,0.000000,15.000000,10560.000000,double,n,f,12.000000,572.000000,IMeCO,2594.400000
924165,0.008560,0.008560,1109.090909,2290,True,0.000000,13.000000,10560.000000,double,n,f,11.000000,488.000000,SPK,2370.461538
924166,0.011150,0.011150,999.333333,2100,True,0.000000,14.000000,10560.000000,double,n,f,12.000000,572.000000,IMeCO,2867.142857
924167,0.007890,0.007890,1150.000000,2770,True,-99.000000,13.000000,10560.000000,double,n,f,11.000000,488.000000,SPK,2184.923077
924168,0.009980,0.009980,860.625000,3190,True,0.000000,13.000000,10560.000000,single,y,f,12.000000,572.000000,IMeCO,2763.692308
924169,0.006680,0.006680,846.666667,2620,True,0.000000,11.000000,10560.000000,single,y,s,11.000000,488.000000,SPK,2186.181818
924170,0.009140,0.009140,1110.000000,2900,True,0.000000,13.000000,10560.000000,single,y,f,12.000000,572.000000,IMeCO,2531.076923
924171,0.006420,0.006420,1091.111111,2770,True,-99.000000,11.000000,10560.000000,single,y,s,11.000000,488.000000,SPK,2101.090909
924172,0.011230,0.011230,1004.666667,2550,True,0.000000,14.000000,10560.000000,double,y,f,12.000000,572.000000,IMeCO,2887.714286
924173,0.006700,0.006700,914.545455,1900,True,0.000000,12.000000,10560.000000,double,y,s,11.000000,488.000000,SPK,2010.000000
924174,0.010670,0.010670,1116.923077,2510,True,0.000000,14.000000,10560.000000,double,y,f,12.000000,572.000000,IMeCO,2743.714286
924175,0.008390,0.008390,1189.000000,2730,True,-99.000000,13.000000,10560.000000,double,y,s,11.000000,488.000000,SPK,2323.384615
924176,0.017000,0.017000,943.913043,3010,True,0.000000,21.000000,15840.000000,single,n,f,12.000000,572.000000,IMeCO,2914.285714
924177,0.009340,0.009350,1344.000000,3040,False,0.000000,14.000000,15840.000000,single,n,f,11.000000,488.000000,SPK,2401.714286
924178,0.017390,0.017390,1086.500000,3620,True,0.000000,20.000000,15840.000000,single,n,f,12.000000,572.000000,IMeCO,3130.200000
924179,0.008980,0.008980,882.857143,1930,True,-99.000000,14.000000,15840.000000,single,n,f,11.000000,488.000000,SPK,2309.142857
924180,0.036620,0.036620,1179.210526,2970,True,0.000000,39.000000,15840.000000,double,n,f,12.000000,572.000000,IMeCO,3380.307692
924181,0.010100,0.010100,974.285714,2060,True,0.000000,15.000000,15840.000000,double,n,f,11.000000,488.000000,SPK,2424.000000
924182,0.035060,0.035060,1552.222222,3950,True,0.000000,38.000000,15840.000000,double,n,f,12.000000,572.000000,IMeCO,3321.473684
924183,0.011780,0.011780,896.666667,2650,True,-99.000000,16.000000,15840.000000,double,n,f,11.000000,488.000000,SPK,2650.500000
924184,0.016990,0.016990,1271.176471,2900,True,0.000000,21.000000,15840.000000,single,y,f,12.000000,572.000000,IMeCO,2912.571429
924185,0.008500,0.008500,875.714286,2550,True,0.000000,12.000000,15840.000000,single,y,s,11.000000,488.000000,SPK,2550.000000
924186,0.016770,0.016770,958.695652,2430,True,0.000000,20.000000,15840.000000,single,y,f,12.000000,572.000000,IMeCO,3018.600000
924187,0.008810,0.008810,1059.166667,1970,True,-99.000000,13.000000,15840.000000,single,y,s,11.000000,488.000000,SPK,2439.692308
924188,0.034450,0.034450,1500.344828,3960,True,0.000000,38.000000,15840.000000,double,y,f,12.000000,572.000000,IMeCO,3263.684211
924189,0.009590,0.009590,1110.000000,2980,True,0.000000,14.000000,15840.000000,double,y,s,11.000000,488.000000,SPK,2466.000000
924190,0.038910,0.038910,1243.589744,2610,True,0.000000,43.000000,15840.000000,double,y,f,12.000000,572.000000,IMeCO,3257.581395
924191,0.010510,0.010510,894.117647,2550,True,-99.000000,16.000000,15840.000000,double,y,s,11.000000,488.000000,SPK,2364.750000
924192,0.006680,0.006680,653.333333,1890,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,528.000000,IMeCO,2404.800000
924193,0.005820,0.005820,1045.555556,2090,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,486.000000,SPK,2095.200000
924194,0.006450,0.006450,1131.111111,2000,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,528.000000,IMeCO,2322.000000
924195,0.006110,0.006110,691.538462,1400,True,-99.000000,11.000000,5280.000000,single,n,f,11.000000,486.000000,SPK,1999.636364
924196,0.006520,0.006520,778.461538,2740,True,0.000000,11.000000,5280.000000,double,n,f,11.000000,528.000000,IMeCO,2133.818182
924197,0.006610,0.006610,769.230769,1740,True,0.000000,20.000000,5280.000000,double,n,f,11.000000,486.000000,SPK,1189.800000
924198,0.006940,0.006940,746.923077,1970,True,0.000000,11.000000,5280.000000,double,n,f,11.000000,528.000000,IMeCO,2271.272727
924199,0.006380,0.006380,741.538462,1960,True,-99.000000,11.000000,5280.000000,double,n,f,11.000000,486.000000,SPK,2088.000000
924200,0.005650,0.005650,678.461538,1970,True,0.000000,10.000000,5280.000000,single,y,f,11.000000,528.000000,IMeCO,2034.000000
924201,0.005990,0.005990,851.818182,2270,True,0.000000,10.000000,5280.000000,single,y,s,11.000000,486.000000,SPK,2156.400000
924202,0.006570,0.006570,1011.000000,2020,True,0.000000,10.000000,5280.000000,single,y,f,11.000000,528.000000,IMeCO,2365.200000
924203,0.006110,0.006110,681.428571,2340,True,-99.000000,10.000000,5280.000000,single,y,s,11.000000,486.000000,SPK,2199.600000
924204,0.006160,0.006160,965.000000,2380,True,0.000000,11.000000,5280.000000,double,y,f,11.000000,528.000000,IMeCO,2016.000000
924205,0.006000,0.006000,730.000000,1790,True,0.000000,10.000000,5280.000000,double,y,s,11.000000,486.000000,SPK,2160.000000
924206,0.006340,0.006340,1065.555556,2450,True,0.000000,10.000000,5280.000000,double,y,f,11.000000,528.000000,IMeCO,2282.400000
924207,0.006070,0.006070,856.363636,2290,True,-99.000000,10.000000,5280.000000,double,y,s,11.000000,486.000000,SPK,2185.200000
924208,0.008540,0.008540,890.714286,2650,True,0.000000,13.000000,10560.000000,single,n,f,11.000000,528.000000,IMeCO,2364.923077
924209,0.007440,0.007440,975.454545,2500,True,0.000000,12.000000,10560.000000,single,n,f,11.000000,486.000000,SPK,2232.000000
924210,0.009120,0.009120,848.666667,2230,True,0.000000,12.000000,10560.000000,single,n,f,11.000000,528.000000,IMeCO,2736.000000
924211,0.006550,0.006550,980.000000,2150,True,-99.000000,11.000000,10560.000000,single,n,f,11.000000,486.000000,SPK,2143.636364
924212,0.010790,0.010790,925.294118,2150,True,0.000000,15.000000,10560.000000,double,n,f,11.000000,528.000000,IMeCO,2589.600000
924213,0.007940,0.007940,784.285714,2330,True,0.000000,13.000000,10560.000000,double,n,f,11.000000,486.000000,SPK,2198.769231
924214,0.010210,0.010210,894.375000,2770,True,0.000000,14.000000,10560.000000,double,n,f,11.000000,528.000000,IMeCO,2625.428571
924215,0.008900,0.008900,872.666667,2470,True,-99.000000,14.000000,10560.000000,double,n,f,11.000000,486.000000,SPK,2288.571429
924216,0.008800,0.008800,843.333333,2480,True,0.000000,13.000000,10560.000000,single,y,f,11.000000,528.000000,IMeCO,2436.923077
924217,0.006690,0.006690,830.833333,2520,True,0.000000,11.000000,10560.000000,single,y,s,11.000000,486.000000,SPK,2189.454545
924218,0.009060,0.009060,1090.000000,2910,True,0.000000,12.000000,10560.000000,single,y,f,11.000000,528.000000,IMeCO,2718.000000
924219,0.006580,0.006580,660.666667,2460,True,-99.000000,11.000000,10560.000000,single,y,s,11.000000,486.000000,SPK,2153.454545
924220,0.010060,0.010060,922.000000,2680,True,0.000000,14.000000,10560.000000,double,y,f,11.000000,528.000000,IMeCO,2586.857143
924221,0.007290,0.007290,718.666667,2410,True,0.000000,12.000000,10560.000000,double,y,s,11.000000,486.000000,SPK,2187.000000
924222,0.010390,0.010390,1130.000000,3100,True,0.000000,15.000000,10560.000000,double,y,f,11.000000,528.000000,IMeCO,2493.600000
924223,0.008040,0.008040,794.666667,2300,True,-99.000000,13.000000,10560.000000,double,y,s,11.000000,486.000000,SPK,2226.461538
924224,0.016750,0.016750,1090.000000,3140,True,0.000000,22.000000,15840.000000,single,n,f,11.000000,528.000000,IMeCO,2740.909091
924225,0.008790,0.008790,1110.000000,2660,True,0.000000,13.000000,15840.000000,single,n,f,11.000000,486.000000,SPK,2434.153846
924226,0.015970,0.015970,1077.000000,2990,True,0.000000,20.000000,15840.000000,single,n,f,11.000000,528.000000,IMeCO,2874.600000
924227,0.009160,0.009160,915.000000,2610,True,-99.000000,14.000000,15840.000000,single,n,f,11.000000,486.000000,SPK,2355.428571
924228,0.031780,0.031780,1069.487179,2970,True,0.000000,38.000000,15840.000000,double,n,f,11.000000,528.000000,IMeCO,3010.736842
924229,0.012070,0.012070,851.000000,2410,True,0.000000,17.000000,15840.000000,double,n,f,11.000000,486.000000,SPK,2556.000000
924230,0.031430,0.031430,1060.256410,2670,True,0.000000,38.000000,15840.000000,double,n,f,11.000000,528.000000,IMeCO,2977.578947
924231,0.010490,0.010490,978.666667,2950,True,-99.000000,15.000000,15840.000000,double,n,f,11.000000,486.000000,SPK,2517.600000
924232,0.016180,0.016180,956.956522,2370,True,0.000000,21.000000,15840.000000,single,y,f,11.000000,528.000000,IMeCO,2773.714286
924233,0.008700,0.008700,828.000000,2250,True,0.000000,14.000000,15840.000000,single,y,s,11.000000,486.000000,SPK,2237.142857
924234,0.016640,0.016640,1085.714286,2700,True,0.000000,21.000000,15840.000000,single,y,f,11.000000,528.000000,IMeCO,2852.571429
924235,0.008910,0.008910,1005.384615,2620,True,-99.000000,13.000000,15840.000000,single,y,s,11.000000,486.000000,SPK,2467.384615
924236,0.033380,0.033380,1077.560976,3090,True,0.000000,40.000000,15840.000000,double,y,f,11.000000,528.000000,IMeCO,3004.200000
924237,0.010170,0.010170,837.058824,2400,True,0.000000,14.000000,15840.000000,double,y,s,11.000000,486.000000,SPK,2615.142857
924238,0.033630,0.033630,1332.500000,3610,True,0.000000,40.000000,15840.000000,double,y,f,11.000000,528.000000,IMeCO,3026.700000
924239,0.010920,0.010920,1210.833333,2820,True,-99.000000,15.000000,15840.000000,double,y,s,11.000000,486.000000,SPK,2620.800000
924240,0.005860,0.005860,760.833333,1960,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,506.000000,IMeCO,2109.600000
924241,0.006070,0.006070,780.833333,1400,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,485.000000,SPK,2185.200000
924242,0.006230,0.006230,857.272727,1330,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,506.000000,IMeCO,2242.800000
924243,0.006280,0.006280,874.545455,2370,True,-99.000000,10.000000,5280.000000,single,n,f,11.000000,485.000000,SPK,2260.800000
924244,0.006500,0.006500,768.461538,2090,True,0.000000,11.000000,5280.000000,double,n,f,11.000000,506.000000,IMeCO,2127.272727
924245,0.007310,0.007310,780.714286,2530,True,0.000000,12.000000,5280.000000,double,n,f,11.000000,485.000000,SPK,2193.000000
924246,0.006600,0.006600,1265.000000,2760,True,0.000000,10.000000,5280.000000,double,n,f,11.000000,506.000000,IMeCO,2376.000000
924247,0.006480,0.006480,803.333333,2480,True,-99.000000,10.000000,5280.000000,double,n,f,11.000000,485.000000,SPK,2332.800000
924248,0.006100,0.006100,825.000000,2340,True,0.000000,9.000000,5280.000000,single,y,s,11.000000,506.000000,IMeCO,2440.000000
924249,0.006520,0.006520,1007.000000,2100,True,0.000000,9.000000,5280.000000,single,y,s,11.000000,485.000000,SPK,2608.000000
924250,0.006200,0.006200,1473.333333,2200,True,0.000000,9.000000,5280.000000,single,y,s,11.000000,506.000000,IMeCO,2480.000000
924251,0.005750,0.005750,773.636364,1870,True,-99.000000,9.000000,5280.000000,single,y,s,11.000000,485.000000,SPK,2300.000000
924252,0.006310,0.006310,1197.500000,2480,True,0.000000,10.000000,5280.000000,double,y,s,11.000000,506.000000,IMeCO,2271.600000
924253,0.006170,0.006170,1001.111111,2030,True,0.000000,10.000000,5280.000000,double,y,s,11.000000,485.000000,SPK,2221.200000
924254,0.006290,0.006290,803.333333,1900,True,0.000000,10.000000,5280.000000,double,y,s,11.000000,506.000000,IMeCO,2264.400000
924255,0.006060,0.006060,770.000000,1410,True,-99.000000,9.000000,5280.000000,double,y,s,11.000000,485.000000,SPK,2424.000000
924256,0.008820,0.008820,1285.000000,2770,True,0.000000,13.000000,10560.000000,single,n,f,11.000000,506.000000,IMeCO,2442.461538
924257,0.007220,0.007220,733.571429,2310,True,0.000000,12.000000,10560.000000,single,n,f,11.000000,485.000000,SPK,2166.000000
924258,0.009270,0.009270,1067.500000,2600,True,0.000000,14.000000,10560.000000,single,n,f,11.000000,506.000000,IMeCO,2383.714286
924259,0.007160,0.007160,825.384615,2440,True,-99.000000,12.000000,10560.000000,single,n,f,11.000000,485.000000,SPK,2148.000000
924260,0.009210,0.009210,797.500000,2410,True,0.000000,14.000000,10560.000000,double,n,f,11.000000,506.000000,IMeCO,2368.285714
924261,0.008360,0.008360,1157.000000,2780,True,0.000000,12.000000,10560.000000,double,n,f,11.000000,485.000000,SPK,2508.000000
924262,0.009270,0.009270,808.125000,1890,True,0.000000,13.000000,10560.000000,double,n,f,11.000000,506.000000,IMeCO,2567.076923
924263,0.008140,0.008140,981.666667,2260,True,-99.000000,13.000000,10560.000000,double,n,f,11.000000,485.000000,SPK,2254.153846
924264,0.007880,0.007880,945.833333,2960,True,0.000000,12.000000,10560.000000,single,y,s,11.000000,506.000000,IMeCO,2364.000000
924265,0.006870,0.006870,791.538462,1940,True,0.000000,10.000000,10560.000000,single,y,s,11.000000,485.000000,SPK,2473.200000
924266,0.008230,0.008230,820.714286,2570,True,0.000000,12.000000,10560.000000,single,y,s,11.000000,506.000000,IMeCO,2469.000000
924267,0.006510,0.006510,863.636364,2870,True,-99.000000,11.000000,10560.000000,single,y,s,11.000000,485.000000,SPK,2130.545455
924268,0.009320,0.009320,1298.000000,3000,True,0.000000,14.000000,10560.000000,double,y,s,11.000000,506.000000,IMeCO,2396.571429
924269,0.007490,0.007490,775.000000,2060,True,0.000000,12.000000,10560.000000,double,y,s,11.000000,485.000000,SPK,2247.000000
924270,0.009860,0.009860,1138.333333,3070,True,0.000000,13.000000,10560.000000,double,y,s,11.000000,506.000000,IMeCO,2730.461538
924271,0.008110,0.008110,744.375000,2300,True,-99.000000,13.000000,10560.000000,double,y,s,11.000000,485.000000,SPK,2245.846154
924272,0.015430,0.015430,1093.500000,3650,True,0.000000,21.000000,15840.000000,single,n,f,11.000000,506.000000,IMeCO,2645.142857
924273,0.008760,0.008760,823.333333,2720,True,0.000000,14.000000,15840.000000,single,n,f,11.000000,485.000000,SPK,2252.571429
924274,0.016160,0.016160,1034.090909,1980,True,0.000000,20.000000,15840.000000,single,n,f,11.000000,506.000000,IMeCO,2908.800000
924275,0.008630,0.008630,783.125000,1930,True,-99.000000,13.000000,15840.000000,single,n,f,11.000000,485.000000,SPK,2389.846154
924276,0.037510,0.037510,1138.333333,2420,True,0.000000,47.000000,15840.000000,double,n,f,11.000000,506.000000,IMeCO,2873.106383
924277,0.011110,0.011110,1036.666667,2740,True,0.000000,17.000000,15840.000000,double,n,f,11.000000,485.000000,SPK,2352.705882
924278,0.031350,0.031350,1007.073171,2690,True,0.000000,39.000000,15840.000000,double,n,f,11.000000,506.000000,IMeCO,2893.846154
924279,0.011250,0.011250,1046.000000,2880,True,-99.000000,16.000000,15840.000000,double,n,f,11.000000,485.000000,SPK,2531.250000
924280,0.014900,0.014900,1005.500000,3050,True,0.000000,20.000000,15840.000000,single,y,s,11.000000,506.000000,IMeCO,2682.000000
924281,0.010180,0.010180,826.111111,2680,True,0.000000,27.000000,15840.000000,single,y,s,11.000000,485.000000,SPK,1357.333333
924282,0.015070,0.015070,985.238095,2300,True,0.000000,20.000000,15840.000000,single,y,s,11.000000,506.000000,IMeCO,2712.600000
924283,0.008760,0.008760,801.250000,2320,True,-99.000000,14.000000,15840.000000,single,y,s,11.000000,485.000000,SPK,2252.571429
924284,0.032210,0.032210,1027.804878,2680,True,0.000000,39.000000,15840.000000,double,y,s,11.000000,506.000000,IMeCO,2973.230769
924285,0.010850,0.010850,1137.692308,2440,True,0.000000,15.000000,15840.000000,double,y,s,11.000000,485.000000,SPK,2604.000000
924286,0.032960,0.032960,1050.243902,2520,True,0.000000,41.000000,15840.000000,double,y,s,11.000000,506.000000,IMeCO,2894.048780
924287,0.010770,0.010770,1170.769231,2820,True,-99.000000,16.000000,15840.000000,double,y,s,11.000000,485.000000,SPK,2423.250000
924288,0.006880,0.006880,699.333333,1680,True,0.000000,22.000000,5280.000000,single,n,f,11.000000,484.000000,IMeCO,1125.818182
924289,0.006170,0.006170,937.000000,1720,True,0.000000,10.000000,5280.000000,single,n,f,11.000000,484.000000,SPK,2221.200000
924290,0.006290,0.006290,738.461538,2180,True,0.000000,11.000000,5280.000000,double,n,f,11.000000,484.000000,IMeCO,2058.545455
924291,0.006280,0.006280,891.000000,2310,True,0.000000,11.000000,5280.000000,double,n,f,11.000000,484.000000,SPK,2055.272727
924292,0.006150,0.006150,755.384615,2210,True,0.000000,9.000000,5280.000000,single,y,s,11.000000,484.000000,IMeCO,2460.000000
924293,0.006210,0.006210,836.363636,1280,True,0.000000,10.000000,5280.000000,single,y,s,11.000000,484.000000,SPK,2235.600000
924294,0.005790,0.005790,825.454545,2170,True,0.000000,10.000000,5280.000000,double,y,s,11.000000,484.000000,IMeCO,2084.400000
924295,0.005940,0.005940,1244.285714,1770,True,0.000000,10.000000,5280.000000,double,y,s,11.000000,484.000000,SPK,2138.400000
924296,0.009510,0.009510,961.428571,2370,True,0.000000,14.000000,10560.000000,single,n,f,11.000000,484.000000,IMeCO,2445.428571
924297,0.007610,0.007610,671.875000,1860,True,0.000000,12.000000,10560.000000,single,n,f,11.000000,484.000000,SPK,2283.000000
924298,0.010200,0.010200,827.222222,2430,True,0.000000,15.000000,10560.000000,double,n,f,11.000000,484.000000,IMeCO,2448.000000
924299,0.007770,0.007770,769.333333,2520,True,0.000000,13.000000,10560.000000,double,n,f,11.000000,484.000000,SPK,2151.692308
924300,0.008850,0.008850,1113.636364,2660,True,0.000000,14.000000,10560.000000,single,y,s,11.000000,484.000000,IMeCO,2275.714286
924301,0.006930,0.006930,865.833333,1710,True,0.000000,11.000000,10560.000000,single,y,s,11.000000,484.000000,SPK,2268.000000
924302,0.009180,0.009180,1151.818182,2570,True,0.000000,14.000000,10560.000000,double,y,s,11.000000,484.000000,IMeCO,2360.571429
924303,0.007570,0.007570,1057.000000,2760,True,0.000000,13.000000,10560.000000,double,y,s,11.000000,484.000000,SPK,2096.307692
924304,0.017990,0.017990,921.153846,2550,True,0.000000,24.000000,15840.000000,single,n,f,11.000000,484.000000,IMeCO,2698.500000
924305,0.008580,0.008580,794.375000,2390,True,0.000000,13.000000,15840.000000,single,n,f,11.000000,484.000000,SPK,2376.000000
924306,0.034430,0.034430,1028.181818,2590,True,0.000000,43.000000,15840.000000,double,n,f,11.000000,484.000000,IMeCO,2882.511628
924307,0.010930,0.010930,1200.000000,2240,True,0.000000,16.000000,15840.000000,double,n,f,11.000000,484.000000,SPK,2459.250000
924308,0.018590,0.018590,920.357143,2340,True,0.000000,24.000000,15840.000000,single,y,s,11.000000,484.000000,IMeCO,2788.500000
924309,0.008800,0.008800,1161.818182,2260,True,0.000000,12.000000,15840.000000,single,y,s,11.000000,484.000000,SPK,2640.000000
924310,0.027160,0.027160,1226.428571,3320,True,0.000000,32.000000,15840.000000,double,y,s,11.000000,484.000000,IMeCO,3055.500000
924311,0.010760,0.010760,905.294118,2570,True,0.000000,16.000000,15840.000000,double,y,s,11.000000,484.000000,SPK,2421.000000
924481,0.411410,0.411410,1271.990172,2930,True,0.000000,406.000000,42240.000000,single,n,f,12.000000,560.000000,IMeCO,3647.970443
924482,0.033300,0.033300,1017.659574,2360,True,0.000000,48.000000,42240.000000,single,n,f,9.000000,408.000000,SPK,2497.500000
924483,0.402590,0.402590,1206.826196,3720,True,0.000000,407.000000,42240.000000,single,n,f,12.000000,560.000000,IMeCO,3560.992629
924484,0.032140,0.032140,934.600000,2200,True,-99.000000,46.000000,42240.000000,single,n,f,9.000000,408.000000,SPK,2515.304348
924485,0.815400,0.815400,1231.301115,2940,True,0.000000,822.000000,42240.000000,double,n,f,12.000000,560.000000,IMeCO,3571.094891
924486,0.056790,0.056790,967.349398,1860,True,0.000000,80.000000,42240.000000,double,n,f,9.000000,408.000000,SPK,2555.550000
924487,0.814710,0.814710,1182.885327,2940,True,0.000000,821.000000,42240.000000,double,n,f,12.000000,560.000000,IMeCO,3572.419001
924488,0.057160,0.057160,1028.148148,2600,True,-99.000000,80.000000,42240.000000,double,n,f,9.000000,408.000000,SPK,2572.200000
924489,0.401100,0.401100,1180.024814,3710,True,0.000000,405.000000,42240.000000,single,y,f,12.000000,560.000000,IMeCO,3565.333333
924490,0.033700,0.033700,997.916667,1900,True,0.000000,49.000000,42240.000000,single,y,s,9.000000,408.000000,SPK,2475.918367
924491,0.397520,0.397520,1223.619792,3750,True,0.000000,401.000000,42240.000000,single,y,f,12.000000,560.000000,IMeCO,3568.758105
924492,0.031800,0.031800,993.043478,2070,True,-99.000000,46.000000,42240.000000,single,y,s,9.000000,408.000000,SPK,2488.695652
924493,0.800490,0.800490,1168.769036,2890,True,0.000000,818.000000,42240.000000,double,y,f,12.000000,560.000000,IMeCO,3522.938875
924494,0.057370,0.057370,993.012048,2120,True,0.000000,80.000000,42240.000000,double,y,s,9.000000,408.000000,SPK,2581.650000
924495,0.901770,0.901770,1207.984234,3180,True,1.000000,903.000000,42240.000000,double,y,f,12.000000,560.000000,IMeCO,3595.096346
924496,0.056840,0.056840,948.928571,1890,True,-99.000000,80.000000,42240.000000,double,y,s,9.000000,408.000000,SPK,2557.800000
924497,0.339370,0.339370,1134.962594,2580,True,0.000000,402.000000,42240.000000,single,n,f,10.000000,480.000000,IMeCO,3039.134328
924498,0.033430,0.033430,1000.434783,2030,True,0.000000,49.000000,42240.000000,single,n,f,9.000000,404.000000,SPK,2456.081633
924499,0.345690,0.345690,1150.831296,2450,True,0.000000,408.000000,42240.000000,single,n,f,10.000000,480.000000,IMeCO,3050.205882
924500,0.036410,0.036410,939.629630,2070,True,-99.000000,54.000000,42240.000000,single,n,f,9.000000,404.000000,SPK,2427.333333
924501,0.689100,0.689100,1128.684531,2630,True,0.000000,826.000000,42240.000000,double,n,f,10.000000,480.000000,IMeCO,3003.341404
924502,0.056420,0.056420,983.875000,1920,True,0.000000,79.000000,42240.000000,double,n,f,9.000000,404.000000,SPK,2571.037975
924503,0.681760,0.681760,1107.373613,2940,True,0.000000,820.000000,42240.000000,double,n,f,10.000000,480.000000,IMeCO,2993.092683
924504,0.056080,0.056080,960.722892,2370,True,-99.000000,80.000000,42240.000000,double,n,f,9.000000,404.000000,SPK,2523.600000
924505,0.337040,0.337040,1125.714286,2970,True,0.000000,403.000000,42240.000000,single,y,f,10.000000,480.000000,IMeCO,3010.779156
924506,0.032690,0.032690,923.076923,2210,True,0.000000,48.000000,42240.000000,single,y,s,9.000000,404.000000,SPK,2451.750000
924507,0.413180,0.413180,1125.376782,2410,True,0.000000,491.000000,42240.000000,single,y,f,10.000000,480.000000,IMeCO,3029.425662
924508,0.031380,0.031380,1022.619048,2320,True,-99.000000,46.000000,42240.000000,single,y,s,9.000000,404.000000,SPK,2455.826087
924509,0.751780,0.751780,1114.449388,2510,True,-99.000000,903.000000,42240.000000,double,y,f,10.000000,480.000000,IMeCO,2997.129568
924510,0.055940,0.055940,952.023810,1800,True,0.000000,80.000000,42240.000000,double,y,s,9.000000,404.000000,SPK,2517.300000
924511,0.679790,0.679790,1126.990050,2600,True,0.000000,812.000000,42240.000000,double,y,f,10.000000,480.000000,IMeCO,3013.847291
924512,0.054860,0.054860,977.721519,2050,True,-99.000000,76.000000,42240.000000,double,y,s,9.000000,404.000000,SPK,2598.631579
924513,0.361590,0.361590,1062.089888,2890,True,0.000000,454.000000,42240.000000,single,n,f,10.000000,440.000000,IMeCO,2867.233480
924514,0.032110,0.032110,944.583333,2050,True,0.000000,48.000000,42240.000000,single,n,f,9.000000,402.000000,SPK,2408.250000
924515,0.318190,0.318190,1093.785166,2610,True,0.000000,409.000000,42240.000000,single,n,f,10.000000,440.000000,IMeCO,2800.694377
924516,0.033390,0.033390,926.862745,1770,True,-99.000000,49.000000,42240.000000,single,n,f,9.000000,402.000000,SPK,2453.142857
924517,0.638110,0.638110,1033.167702,2580,True,0.000000,814.000000,42240.000000,double,n,f,10.000000,440.000000,IMeCO,2822.108108
924518,0.062520,0.062520,1016.896552,2080,True,0.000000,87.000000,42240.000000,double,n,f,9.000000,402.000000,SPK,2587.034483
924519,0.721190,0.721190,1084.965909,2960,True,1.000000,903.000000,42240.000000,double,n,f,10.000000,440.000000,IMeCO,2875.176080
924520,0.055650,0.055650,951.445783,1920,True,-99.000000,79.000000,42240.000000,double,n,f,9.000000,402.000000,SPK,2535.949367
924521,0.285670,0.285670,1068.135593,2020,True,0.000000,357.000000,42240.000000,single,y,s,10.000000,440.000000,IMeCO,2880.705882
924522,0.031900,0.031900,933.673469,2060,True,0.000000,47.000000,42240.000000,single,y,s,9.000000,402.000000,SPK,2443.404255
924523,0.287850,0.287850,1068.356546,2380,True,0.000000,356.000000,42240.000000,single,y,s,10.000000,440.000000,IMeCO,2910.842697
924524,0.030470,0.030470,961.333333,2300,True,-99.000000,45.000000,42240.000000,single,y,s,9.000000,402.000000,SPK,2437.600000
924525,0.582780,0.582780,1053.122421,2520,True,0.000000,735.000000,42240.000000,double,y,s,10.000000,440.000000,IMeCO,2854.432653
924526,0.053990,0.053990,954.197531,2290,True,0.000000,77.000000,42240.000000,double,y,s,9.000000,402.000000,SPK,2524.207792
924527,0.584620,0.584620,1075.396175,2510,True,0.000000,731.000000,42240.000000,double,y,s,10.000000,440.000000,IMeCO,2879.113543
924528,0.053810,0.053810,982.000000,2160,True,-99.000000,76.000000,42240.000000,double,y,s,9.000000,402.000000,SPK,2548.894737
924529,0.294070,0.294070,1045.125000,2490,True,0.000000,398.000000,42240.000000,single,n,f,9.000000,420.000000,IMeCO,2659.929648
924530,0.033180,0.033180,882.545455,1800,True,0.000000,49.000000,42240.000000,single,n,f,9.000000,401.000000,SPK,2437.714286
924531,0.297320,0.297320,1057.443609,2540,True,0.000000,402.000000,42240.000000,single,n,f,9.000000,420.000000,IMeCO,2662.567164
924532,0.031940,0.031940,916.862745,1790,True,-99.000000,48.000000,42240.000000,single,n,f,9.000000,401.000000,SPK,2395.500000
924533,0.595800,0.595800,1059.838308,2430,True,0.000000,814.000000,42240.000000,double,n,f,9.000000,420.000000,IMeCO,2634.987715
924534,0.056420,0.056420,953.928571,1880,True,0.000000,81.000000,42240.000000,double,n,f,9.000000,401.000000,SPK,2507.555556
924535,0.591440,0.591440,1053.740648,2520,True,0.000000,812.000000,42240.000000,double,n,f,9.000000,420.000000,IMeCO,2622.147783
924536,0.055410,0.055410,1002.375000,2020,True,-99.000000,79.000000,42240.000000,double,n,f,9.000000,401.000000,SPK,2525.012658
924537,0.292480,0.292480,1035.276382,2250,True,0.000000,397.000000,42240.000000,single,y,f,9.000000,420.000000,IMeCO,2652.211587
